subject,source,part,file,length
bc,cctv,00,cctv_0001.v4_gold_conll,235
bc,cctv,00,cctv_0002.v4_gold_conll,514
bc,cctv,00,cctv_0003.v4_gold_conll,434
bc,cctv,00,cctv_0004.v4_gold_conll,494
bc,cnn,00,cnn_0001.v4_gold_conll,706
bc,cnn,00,cnn_0002.v4_gold_conll,721
bc,cnn,00,cnn_0003.v4_gold_conll,659
bc,cnn,00,cnn_0004.v4_gold_conll,669
bc,cnn,00,cnn_0005.v4_gold_conll,507
bc,cnn,00,cnn_0006.v4_gold_conll,506
bc,cnn,00,cnn_0007.v4_gold_conll,307
bc,msnbc,00,msnbc_0001.v4_gold_conll,565
bc,msnbc,00,msnbc_0002.v4_gold_conll,761
bc,msnbc,00,msnbc_0003.v4_gold_conll,724
bc,msnbc,00,msnbc_0004.v4_gold_conll,657
bc,msnbc,00,msnbc_0005.v4_gold_conll,660
bc,msnbc,00,msnbc_0006.v4_gold_conll,799
bc,phoenix,00,phoenix_0001.v4_gold_conll,258
bc,phoenix,00,phoenix_0002.v4_gold_conll,253
bn,abc,00,abc_0001.v4_gold_conll,26
bn,abc,00,abc_0002.v4_gold_conll,24
bn,abc,00,abc_0003.v4_gold_conll,24
bn,abc,00,abc_0004.v4_gold_conll,21
bn,abc,00,abc_0005.v4_gold_conll,21
bn,abc,00,abc_0006.v4_gold_conll,3
bn,abc,00,abc_0007.v4_gold_conll,19
bn,abc,00,abc_0008.v4_gold_conll,1
bn,abc,00,abc_0011.v4_gold_conll,2
bn,abc,00,abc_0012.v4_gold_conll,1
bn,abc,00,abc_0013.v4_gold_conll,18
bn,abc,00,abc_0014.v4_gold_conll,36
bn,abc,00,abc_0015.v4_gold_conll,28
bn,abc,00,abc_0016.v4_gold_conll,19
bn,abc,00,abc_0017.v4_gold_conll,24
bn,abc,00,abc_0018.v4_gold_conll,22
bn,abc,00,abc_0021.v4_gold_conll,19
bn,abc,00,abc_0022.v4_gold_conll,12
bn,abc,00,abc_0023.v4_gold_conll,29
bn,abc,00,abc_0024.v4_gold_conll,4
bn,abc,00,abc_0025.v4_gold_conll,22
bn,abc,00,abc_0026.v4_gold_conll,16
bn,abc,00,abc_0027.v4_gold_conll,34
bn,abc,00,abc_0028.v4_gold_conll,24
bn,abc,00,abc_0031.v4_gold_conll,3
bn,abc,00,abc_0032.v4_gold_conll,3
bn,abc,00,abc_0033.v4_gold_conll,3
bn,abc,00,abc_0034.v4_gold_conll,19
bn,abc,00,abc_0035.v4_gold_conll,35
bn,abc,00,abc_0036.v4_gold_conll,4
bn,abc,00,abc_0037.v4_gold_conll,1
bn,abc,00,abc_0038.v4_gold_conll,42
bn,abc,00,abc_0041.v4_gold_conll,25
bn,abc,00,abc_0042.v4_gold_conll,22
bn,abc,00,abc_0043.v4_gold_conll,18
bn,abc,00,abc_0044.v4_gold_conll,3
bn,abc,00,abc_0045.v4_gold_conll,4
bn,abc,00,abc_0046.v4_gold_conll,3
bn,abc,00,abc_0047.v4_gold_conll,17
bn,abc,00,abc_0048.v4_gold_conll,18
bn,abc,00,abc_0051.v4_gold_conll,30
bn,abc,00,abc_0052.v4_gold_conll,26
bn,abc,00,abc_0053.v4_gold_conll,23
bn,abc,00,abc_0054.v4_gold_conll,3
bn,abc,00,abc_0055.v4_gold_conll,35
bn,abc,00,abc_0056.v4_gold_conll,33
bn,abc,00,abc_0057.v4_gold_conll,3
bn,abc,00,abc_0058.v4_gold_conll,2
bn,abc,00,abc_0061.v4_gold_conll,2
bn,abc,00,abc_0062.v4_gold_conll,18
bn,abc,00,abc_0063.v4_gold_conll,27
bn,abc,00,abc_0064.v4_gold_conll,23
bn,abc,00,abc_0065.v4_gold_conll,15
bn,abc,00,abc_0066.v4_gold_conll,23
bn,abc,00,abc_0067.v4_gold_conll,16
bn,abc,00,abc_0068.v4_gold_conll,3
bn,cnn,00,cnn_0001.v4_gold_conll,14
bn,cnn,00,cnn_0002.v4_gold_conll,7
bn,cnn,00,cnn_0003.v4_gold_conll,5
bn,cnn,00,cnn_0004.v4_gold_conll,7
bn,cnn,00,cnn_0005.v4_gold_conll,12
bn,cnn,00,cnn_0006.v4_gold_conll,4
bn,cnn,00,cnn_0007.v4_gold_conll,5
bn,cnn,00,cnn_0008.v4_gold_conll,10
bn,cnn,00,cnn_0011.v4_gold_conll,7
bn,cnn,00,cnn_0012.v4_gold_conll,5
bn,cnn,00,cnn_0013.v4_gold_conll,10
bn,cnn,00,cnn_0014.v4_gold_conll,6
bn,cnn,00,cnn_0015.v4_gold_conll,17
bn,cnn,00,cnn_0016.v4_gold_conll,7
bn,cnn,00,cnn_0017.v4_gold_conll,4
bn,cnn,00,cnn_0018.v4_gold_conll,8
bn,cnn,00,cnn_0021.v4_gold_conll,3
bn,cnn,00,cnn_0022.v4_gold_conll,6
bn,cnn,00,cnn_0023.v4_gold_conll,4
bn,cnn,00,cnn_0024.v4_gold_conll,4
bn,cnn,00,cnn_0025.v4_gold_conll,25
bn,cnn,00,cnn_0026.v4_gold_conll,7
bn,cnn,00,cnn_0027.v4_gold_conll,4
bn,cnn,00,cnn_0028.v4_gold_conll,6
bn,cnn,00,cnn_0031.v4_gold_conll,4
bn,cnn,00,cnn_0032.v4_gold_conll,6
bn,cnn,00,cnn_0033.v4_gold_conll,8
bn,cnn,00,cnn_0034.v4_gold_conll,8
bn,cnn,00,cnn_0035.v4_gold_conll,5
bn,cnn,00,cnn_0036.v4_gold_conll,11
bn,cnn,00,cnn_0037.v4_gold_conll,10
bn,cnn,00,cnn_0038.v4_gold_conll,19
bn,cnn,00,cnn_0041.v4_gold_conll,14
bn,cnn,00,cnn_0042.v4_gold_conll,3
bn,cnn,00,cnn_0043.v4_gold_conll,4
bn,cnn,00,cnn_0044.v4_gold_conll,8
bn,cnn,00,cnn_0045.v4_gold_conll,5
bn,cnn,00,cnn_0046.v4_gold_conll,10
bn,cnn,00,cnn_0047.v4_gold_conll,4
bn,cnn,00,cnn_0048.v4_gold_conll,6
bn,cnn,00,cnn_0051.v4_gold_conll,6
bn,cnn,00,cnn_0052.v4_gold_conll,4
bn,cnn,00,cnn_0053.v4_gold_conll,4
bn,cnn,00,cnn_0054.v4_gold_conll,4
bn,cnn,00,cnn_0055.v4_gold_conll,3
bn,cnn,00,cnn_0056.v4_gold_conll,4
bn,cnn,00,cnn_0057.v4_gold_conll,3
bn,cnn,00,cnn_0058.v4_gold_conll,18
bn,cnn,00,cnn_0061.v4_gold_conll,7
bn,cnn,00,cnn_0062.v4_gold_conll,5
bn,cnn,00,cnn_0063.v4_gold_conll,28
bn,cnn,00,cnn_0064.v4_gold_conll,5
bn,cnn,00,cnn_0065.v4_gold_conll,29
bn,cnn,00,cnn_0066.v4_gold_conll,11
bn,cnn,00,cnn_0067.v4_gold_conll,15
bn,cnn,00,cnn_0068.v4_gold_conll,21
bn,cnn,00,cnn_0071.v4_gold_conll,5
bn,cnn,00,cnn_0072.v4_gold_conll,4
bn,cnn,00,cnn_0073.v4_gold_conll,3
bn,cnn,00,cnn_0074.v4_gold_conll,5
bn,cnn,00,cnn_0075.v4_gold_conll,6
bn,cnn,00,cnn_0076.v4_gold_conll,11
bn,cnn,00,cnn_0077.v4_gold_conll,7
bn,cnn,00,cnn_0078.v4_gold_conll,5
bn,cnn,00,cnn_0081.v4_gold_conll,4
bn,cnn,00,cnn_0082.v4_gold_conll,4
bn,cnn,00,cnn_0083.v4_gold_conll,8
bn,cnn,00,cnn_0084.v4_gold_conll,8
bn,cnn,00,cnn_0085.v4_gold_conll,2
bn,cnn,00,cnn_0086.v4_gold_conll,4
bn,cnn,00,cnn_0087.v4_gold_conll,12
bn,cnn,00,cnn_0088.v4_gold_conll,6
bn,cnn,00,cnn_0091.v4_gold_conll,18
bn,cnn,00,cnn_0092.v4_gold_conll,3
bn,cnn,00,cnn_0093.v4_gold_conll,3
bn,cnn,00,cnn_0094.v4_gold_conll,6
bn,cnn,00,cnn_0095.v4_gold_conll,6
bn,cnn,00,cnn_0096.v4_gold_conll,16
bn,cnn,00,cnn_0097.v4_gold_conll,4
bn,cnn,00,cnn_0098.v4_gold_conll,4
bn,cnn,01,cnn_0101.v4_gold_conll,3
bn,cnn,01,cnn_0102.v4_gold_conll,3
bn,cnn,01,cnn_0103.v4_gold_conll,4
bn,cnn,01,cnn_0104.v4_gold_conll,5
bn,cnn,01,cnn_0105.v4_gold_conll,4
bn,cnn,01,cnn_0106.v4_gold_conll,6
bn,cnn,01,cnn_0107.v4_gold_conll,5
bn,cnn,01,cnn_0108.v4_gold_conll,5
bn,cnn,01,cnn_0111.v4_gold_conll,12
bn,cnn,01,cnn_0112.v4_gold_conll,6
bn,cnn,01,cnn_0113.v4_gold_conll,23
bn,cnn,01,cnn_0114.v4_gold_conll,5
bn,cnn,01,cnn_0115.v4_gold_conll,5
bn,cnn,01,cnn_0116.v4_gold_conll,4
bn,cnn,01,cnn_0117.v4_gold_conll,5
bn,cnn,01,cnn_0118.v4_gold_conll,6
bn,cnn,01,cnn_0121.v4_gold_conll,12
bn,cnn,01,cnn_0122.v4_gold_conll,3
bn,cnn,01,cnn_0123.v4_gold_conll,7
bn,cnn,01,cnn_0124.v4_gold_conll,8
bn,cnn,01,cnn_0125.v4_gold_conll,6
bn,cnn,01,cnn_0126.v4_gold_conll,3
bn,cnn,01,cnn_0127.v4_gold_conll,9
bn,cnn,01,cnn_0128.v4_gold_conll,5
bn,cnn,01,cnn_0131.v4_gold_conll,4
bn,cnn,01,cnn_0132.v4_gold_conll,3
bn,cnn,01,cnn_0133.v4_gold_conll,7
bn,cnn,01,cnn_0134.v4_gold_conll,9
bn,cnn,01,cnn_0135.v4_gold_conll,3
bn,cnn,01,cnn_0136.v4_gold_conll,4
bn,cnn,01,cnn_0137.v4_gold_conll,4
bn,cnn,01,cnn_0138.v4_gold_conll,4
bn,cnn,01,cnn_0141.v4_gold_conll,29
bn,cnn,01,cnn_0142.v4_gold_conll,5
bn,cnn,01,cnn_0143.v4_gold_conll,4
bn,cnn,01,cnn_0144.v4_gold_conll,4
bn,cnn,01,cnn_0145.v4_gold_conll,13
bn,cnn,01,cnn_0146.v4_gold_conll,5
bn,cnn,01,cnn_0147.v4_gold_conll,16
bn,cnn,01,cnn_0148.v4_gold_conll,7
bn,cnn,01,cnn_0151.v4_gold_conll,5
bn,cnn,01,cnn_0152.v4_gold_conll,23
bn,cnn,01,cnn_0153.v4_gold_conll,6
bn,cnn,01,cnn_0154.v4_gold_conll,8
bn,cnn,01,cnn_0155.v4_gold_conll,5
bn,cnn,01,cnn_0156.v4_gold_conll,11
bn,cnn,01,cnn_0157.v4_gold_conll,6
bn,cnn,01,cnn_0158.v4_gold_conll,27
bn,cnn,01,cnn_0161.v4_gold_conll,6
bn,cnn,01,cnn_0162.v4_gold_conll,7
bn,cnn,01,cnn_0163.v4_gold_conll,4
bn,cnn,01,cnn_0164.v4_gold_conll,14
bn,cnn,01,cnn_0165.v4_gold_conll,2
bn,cnn,01,cnn_0166.v4_gold_conll,5
bn,cnn,01,cnn_0167.v4_gold_conll,21
bn,cnn,01,cnn_0168.v4_gold_conll,5
bn,cnn,01,cnn_0171.v4_gold_conll,11
bn,cnn,01,cnn_0172.v4_gold_conll,2
bn,cnn,01,cnn_0173.v4_gold_conll,4
bn,cnn,01,cnn_0174.v4_gold_conll,5
bn,cnn,01,cnn_0175.v4_gold_conll,16
bn,cnn,01,cnn_0176.v4_gold_conll,5
bn,cnn,01,cnn_0177.v4_gold_conll,5
bn,cnn,01,cnn_0178.v4_gold_conll,4
bn,cnn,01,cnn_0181.v4_gold_conll,5
bn,cnn,01,cnn_0182.v4_gold_conll,4
bn,cnn,01,cnn_0183.v4_gold_conll,4
bn,cnn,01,cnn_0184.v4_gold_conll,7
bn,cnn,01,cnn_0185.v4_gold_conll,17
bn,cnn,01,cnn_0186.v4_gold_conll,5
bn,cnn,01,cnn_0187.v4_gold_conll,13
bn,cnn,01,cnn_0188.v4_gold_conll,4
bn,cnn,01,cnn_0191.v4_gold_conll,6
bn,cnn,01,cnn_0192.v4_gold_conll,8
bn,cnn,01,cnn_0193.v4_gold_conll,5
bn,cnn,01,cnn_0194.v4_gold_conll,3
bn,cnn,01,cnn_0195.v4_gold_conll,6
bn,cnn,01,cnn_0196.v4_gold_conll,5
bn,cnn,01,cnn_0197.v4_gold_conll,5
bn,cnn,01,cnn_0198.v4_gold_conll,31
bn,cnn,02,cnn_0201.v4_gold_conll,25
bn,cnn,02,cnn_0202.v4_gold_conll,3
bn,cnn,02,cnn_0203.v4_gold_conll,3
bn,cnn,02,cnn_0204.v4_gold_conll,3
bn,cnn,02,cnn_0205.v4_gold_conll,6
bn,cnn,02,cnn_0206.v4_gold_conll,6
bn,cnn,02,cnn_0207.v4_gold_conll,6
bn,cnn,02,cnn_0208.v4_gold_conll,26
bn,cnn,02,cnn_0211.v4_gold_conll,7
bn,cnn,02,cnn_0212.v4_gold_conll,3
bn,cnn,02,cnn_0213.v4_gold_conll,5
bn,cnn,02,cnn_0214.v4_gold_conll,5
bn,cnn,02,cnn_0215.v4_gold_conll,4
bn,cnn,02,cnn_0216.v4_gold_conll,5
bn,cnn,02,cnn_0217.v4_gold_conll,7
bn,cnn,02,cnn_0218.v4_gold_conll,2
bn,cnn,02,cnn_0221.v4_gold_conll,9
bn,cnn,02,cnn_0222.v4_gold_conll,5
bn,cnn,02,cnn_0223.v4_gold_conll,7
bn,cnn,02,cnn_0224.v4_gold_conll,4
bn,cnn,02,cnn_0225.v4_gold_conll,4
bn,cnn,02,cnn_0226.v4_gold_conll,26
bn,cnn,02,cnn_0227.v4_gold_conll,9
bn,cnn,02,cnn_0228.v4_gold_conll,9
bn,cnn,02,cnn_0231.v4_gold_conll,17
bn,cnn,02,cnn_0232.v4_gold_conll,7
bn,cnn,02,cnn_0233.v4_gold_conll,6
bn,cnn,02,cnn_0234.v4_gold_conll,7
bn,cnn,02,cnn_0235.v4_gold_conll,3
bn,cnn,02,cnn_0236.v4_gold_conll,5
bn,cnn,02,cnn_0237.v4_gold_conll,12
bn,cnn,02,cnn_0238.v4_gold_conll,4
bn,cnn,02,cnn_0241.v4_gold_conll,23
bn,cnn,02,cnn_0242.v4_gold_conll,24
bn,cnn,02,cnn_0243.v4_gold_conll,4
bn,cnn,02,cnn_0244.v4_gold_conll,13
bn,cnn,02,cnn_0245.v4_gold_conll,17
bn,cnn,02,cnn_0246.v4_gold_conll,11
bn,cnn,02,cnn_0247.v4_gold_conll,23
bn,cnn,02,cnn_0248.v4_gold_conll,8
bn,cnn,02,cnn_0251.v4_gold_conll,9
bn,cnn,02,cnn_0252.v4_gold_conll,19
bn,cnn,02,cnn_0253.v4_gold_conll,49
bn,cnn,02,cnn_0254.v4_gold_conll,30
bn,cnn,02,cnn_0255.v4_gold_conll,22
bn,cnn,02,cnn_0256.v4_gold_conll,26
bn,cnn,02,cnn_0257.v4_gold_conll,27
bn,cnn,02,cnn_0258.v4_gold_conll,9
bn,cnn,02,cnn_0261.v4_gold_conll,24
bn,cnn,02,cnn_0262.v4_gold_conll,3
bn,cnn,02,cnn_0263.v4_gold_conll,12
bn,cnn,02,cnn_0264.v4_gold_conll,6
bn,cnn,02,cnn_0265.v4_gold_conll,25
bn,cnn,02,cnn_0266.v4_gold_conll,16
bn,cnn,02,cnn_0267.v4_gold_conll,18
bn,cnn,02,cnn_0268.v4_gold_conll,14
bn,cnn,02,cnn_0271.v4_gold_conll,3
bn,cnn,02,cnn_0272.v4_gold_conll,31
bn,cnn,02,cnn_0273.v4_gold_conll,13
bn,cnn,02,cnn_0274.v4_gold_conll,19
bn,cnn,02,cnn_0275.v4_gold_conll,14
bn,cnn,02,cnn_0276.v4_gold_conll,30
bn,cnn,02,cnn_0277.v4_gold_conll,10
bn,cnn,02,cnn_0278.v4_gold_conll,38
bn,cnn,02,cnn_0281.v4_gold_conll,22
bn,cnn,02,cnn_0282.v4_gold_conll,4
bn,cnn,02,cnn_0283.v4_gold_conll,21
bn,cnn,02,cnn_0284.v4_gold_conll,54
bn,cnn,02,cnn_0285.v4_gold_conll,55
bn,cnn,02,cnn_0286.v4_gold_conll,9
bn,cnn,02,cnn_0287.v4_gold_conll,6
bn,cnn,02,cnn_0288.v4_gold_conll,35
bn,cnn,02,cnn_0291.v4_gold_conll,21
bn,cnn,02,cnn_0292.v4_gold_conll,4
bn,cnn,02,cnn_0293.v4_gold_conll,10
bn,cnn,02,cnn_0294.v4_gold_conll,3
bn,cnn,02,cnn_0295.v4_gold_conll,12
bn,cnn,02,cnn_0296.v4_gold_conll,3
bn,cnn,02,cnn_0297.v4_gold_conll,11
bn,cnn,02,cnn_0298.v4_gold_conll,17
bn,cnn,03,cnn_0301.v4_gold_conll,12
bn,cnn,03,cnn_0302.v4_gold_conll,13
bn,cnn,03,cnn_0303.v4_gold_conll,9
bn,cnn,03,cnn_0304.v4_gold_conll,21
bn,cnn,03,cnn_0305.v4_gold_conll,17
bn,cnn,03,cnn_0306.v4_gold_conll,11
bn,cnn,03,cnn_0307.v4_gold_conll,28
bn,cnn,03,cnn_0308.v4_gold_conll,3
bn,cnn,03,cnn_0311.v4_gold_conll,36
bn,cnn,03,cnn_0312.v4_gold_conll,5
bn,cnn,03,cnn_0313.v4_gold_conll,28
bn,cnn,03,cnn_0314.v4_gold_conll,23
bn,cnn,03,cnn_0315.v4_gold_conll,8
bn,cnn,03,cnn_0316.v4_gold_conll,6
bn,cnn,03,cnn_0317.v4_gold_conll,6
bn,cnn,03,cnn_0318.v4_gold_conll,6
bn,cnn,03,cnn_0321.v4_gold_conll,11
bn,cnn,03,cnn_0322.v4_gold_conll,7
bn,cnn,03,cnn_0323.v4_gold_conll,19
bn,cnn,03,cnn_0324.v4_gold_conll,45
bn,cnn,03,cnn_0325.v4_gold_conll,11
bn,cnn,03,cnn_0326.v4_gold_conll,28
bn,cnn,03,cnn_0327.v4_gold_conll,6
bn,cnn,03,cnn_0328.v4_gold_conll,30
bn,cnn,03,cnn_0331.v4_gold_conll,20
bn,cnn,03,cnn_0332.v4_gold_conll,34
bn,cnn,03,cnn_0333.v4_gold_conll,62
bn,cnn,03,cnn_0334.v4_gold_conll,31
bn,cnn,03,cnn_0335.v4_gold_conll,41
bn,cnn,03,cnn_0336.v4_gold_conll,8
bn,cnn,03,cnn_0337.v4_gold_conll,18
bn,cnn,03,cnn_0338.v4_gold_conll,48
bn,cnn,03,cnn_0341.v4_gold_conll,20
bn,cnn,03,cnn_0342.v4_gold_conll,11
bn,cnn,03,cnn_0343.v4_gold_conll,32
bn,cnn,03,cnn_0344.v4_gold_conll,6
bn,cnn,03,cnn_0345.v4_gold_conll,8
bn,cnn,03,cnn_0346.v4_gold_conll,14
bn,cnn,03,cnn_0347.v4_gold_conll,26
bn,cnn,03,cnn_0348.v4_gold_conll,20
bn,cnn,03,cnn_0351.v4_gold_conll,3
bn,cnn,03,cnn_0352.v4_gold_conll,5
bn,cnn,03,cnn_0353.v4_gold_conll,8
bn,cnn,03,cnn_0354.v4_gold_conll,19
bn,cnn,03,cnn_0355.v4_gold_conll,17
bn,cnn,03,cnn_0356.v4_gold_conll,12
bn,cnn,03,cnn_0357.v4_gold_conll,6
bn,cnn,03,cnn_0358.v4_gold_conll,55
bn,cnn,03,cnn_0361.v4_gold_conll,11
bn,cnn,03,cnn_0362.v4_gold_conll,50
bn,cnn,03,cnn_0363.v4_gold_conll,10
bn,cnn,03,cnn_0364.v4_gold_conll,14
bn,cnn,03,cnn_0365.v4_gold_conll,10
bn,cnn,03,cnn_0366.v4_gold_conll,25
bn,cnn,03,cnn_0367.v4_gold_conll,2
bn,cnn,03,cnn_0368.v4_gold_conll,23
bn,cnn,03,cnn_0371.v4_gold_conll,22
bn,cnn,03,cnn_0372.v4_gold_conll,14
bn,cnn,03,cnn_0373.v4_gold_conll,9
bn,cnn,03,cnn_0374.v4_gold_conll,18
bn,cnn,03,cnn_0375.v4_gold_conll,71
bn,cnn,03,cnn_0376.v4_gold_conll,21
bn,cnn,03,cnn_0377.v4_gold_conll,7
bn,cnn,03,cnn_0378.v4_gold_conll,4
bn,cnn,03,cnn_0381.v4_gold_conll,14
bn,cnn,03,cnn_0382.v4_gold_conll,40
bn,cnn,03,cnn_0383.v4_gold_conll,35
bn,cnn,03,cnn_0384.v4_gold_conll,15
bn,cnn,03,cnn_0385.v4_gold_conll,22
bn,cnn,03,cnn_0386.v4_gold_conll,19
bn,cnn,03,cnn_0387.v4_gold_conll,13
bn,cnn,03,cnn_0388.v4_gold_conll,61
bn,cnn,03,cnn_0391.v4_gold_conll,4
bn,cnn,03,cnn_0392.v4_gold_conll,9
bn,cnn,03,cnn_0393.v4_gold_conll,13
bn,cnn,03,cnn_0394.v4_gold_conll,13
bn,cnn,03,cnn_0395.v4_gold_conll,16
bn,cnn,03,cnn_0396.v4_gold_conll,9
bn,cnn,03,cnn_0397.v4_gold_conll,29
bn,cnn,03,cnn_0398.v4_gold_conll,8
bn,cnn,04,cnn_0401.v4_gold_conll,14
bn,cnn,04,cnn_0402.v4_gold_conll,16
bn,cnn,04,cnn_0403.v4_gold_conll,3
bn,cnn,04,cnn_0404.v4_gold_conll,39
bn,cnn,04,cnn_0405.v4_gold_conll,6
bn,cnn,04,cnn_0406.v4_gold_conll,20
bn,cnn,04,cnn_0407.v4_gold_conll,15
bn,cnn,04,cnn_0408.v4_gold_conll,32
bn,cnn,04,cnn_0411.v4_gold_conll,101
bn,cnn,04,cnn_0412.v4_gold_conll,4
bn,cnn,04,cnn_0413.v4_gold_conll,3
bn,cnn,04,cnn_0414.v4_gold_conll,7
bn,cnn,04,cnn_0415.v4_gold_conll,62
bn,cnn,04,cnn_0416.v4_gold_conll,12
bn,cnn,04,cnn_0417.v4_gold_conll,12
bn,cnn,04,cnn_0418.v4_gold_conll,8
bn,cnn,04,cnn_0421.v4_gold_conll,5
bn,cnn,04,cnn_0422.v4_gold_conll,12
bn,cnn,04,cnn_0423.v4_gold_conll,26
bn,cnn,04,cnn_0424.v4_gold_conll,52
bn,cnn,04,cnn_0425.v4_gold_conll,19
bn,cnn,04,cnn_0426.v4_gold_conll,35
bn,cnn,04,cnn_0427.v4_gold_conll,23
bn,cnn,04,cnn_0428.v4_gold_conll,17
bn,cnn,04,cnn_0431.v4_gold_conll,40
bn,cnn,04,cnn_0432.v4_gold_conll,41
bn,cnn,04,cnn_0433.v4_gold_conll,39
bn,cnn,04,cnn_0434.v4_gold_conll,7
bn,cnn,04,cnn_0435.v4_gold_conll,7
bn,cnn,04,cnn_0436.v4_gold_conll,4
bn,cnn,04,cnn_0437.v4_gold_conll,4
bn,mnb,00,mnb_0001.v4_gold_conll,5
bn,mnb,00,mnb_0002.v4_gold_conll,13
bn,mnb,00,mnb_0003.v4_gold_conll,23
bn,mnb,00,mnb_0004.v4_gold_conll,16
bn,mnb,00,mnb_0005.v4_gold_conll,15
bn,mnb,00,mnb_0006.v4_gold_conll,11
bn,mnb,00,mnb_0007.v4_gold_conll,18
bn,mnb,00,mnb_0008.v4_gold_conll,88
bn,mnb,00,mnb_0011.v4_gold_conll,39
bn,mnb,00,mnb_0012.v4_gold_conll,21
bn,mnb,00,mnb_0013.v4_gold_conll,34
bn,mnb,00,mnb_0014.v4_gold_conll,18
bn,mnb,00,mnb_0015.v4_gold_conll,24
bn,mnb,00,mnb_0016.v4_gold_conll,16
bn,mnb,00,mnb_0017.v4_gold_conll,27
bn,mnb,00,mnb_0018.v4_gold_conll,26
bn,mnb,00,mnb_0021.v4_gold_conll,15
bn,mnb,00,mnb_0022.v4_gold_conll,25
bn,mnb,00,mnb_0023.v4_gold_conll,49
bn,mnb,00,mnb_0024.v4_gold_conll,8
bn,mnb,00,mnb_0025.v4_gold_conll,28
bn,nbc,00,nbc_0001.v4_gold_conll,31
bn,nbc,00,nbc_0002.v4_gold_conll,4
bn,nbc,00,nbc_0003.v4_gold_conll,16
bn,nbc,00,nbc_0004.v4_gold_conll,25
bn,nbc,00,nbc_0005.v4_gold_conll,20
bn,nbc,00,nbc_0006.v4_gold_conll,27
bn,nbc,00,nbc_0007.v4_gold_conll,17
bn,nbc,00,nbc_0008.v4_gold_conll,29
bn,nbc,00,nbc_0011.v4_gold_conll,14
bn,nbc,00,nbc_0012.v4_gold_conll,45
bn,nbc,00,nbc_0013.v4_gold_conll,8
bn,nbc,00,nbc_0014.v4_gold_conll,16
bn,nbc,00,nbc_0015.v4_gold_conll,18
bn,nbc,00,nbc_0016.v4_gold_conll,41
bn,nbc,00,nbc_0017.v4_gold_conll,3
bn,nbc,00,nbc_0018.v4_gold_conll,19
bn,nbc,00,nbc_0021.v4_gold_conll,2
bn,nbc,00,nbc_0022.v4_gold_conll,3
bn,nbc,00,nbc_0023.v4_gold_conll,4
bn,nbc,00,nbc_0024.v4_gold_conll,24
bn,nbc,00,nbc_0025.v4_gold_conll,9
bn,nbc,00,nbc_0026.v4_gold_conll,21
bn,nbc,00,nbc_0027.v4_gold_conll,22
bn,nbc,00,nbc_0028.v4_gold_conll,16
bn,nbc,00,nbc_0031.v4_gold_conll,30
bn,nbc,00,nbc_0032.v4_gold_conll,3
bn,nbc,00,nbc_0033.v4_gold_conll,24
bn,nbc,00,nbc_0034.v4_gold_conll,28
bn,nbc,00,nbc_0035.v4_gold_conll,3
bn,nbc,00,nbc_0036.v4_gold_conll,2
bn,nbc,00,nbc_0037.v4_gold_conll,2
bn,nbc,00,nbc_0038.v4_gold_conll,2
bn,pri,00,pri_0001.v4_gold_conll,8
bn,pri,00,pri_0002.v4_gold_conll,8
bn,pri,00,pri_0003.v4_gold_conll,7
bn,pri,00,pri_0004.v4_gold_conll,9
bn,pri,00,pri_0005.v4_gold_conll,45
bn,pri,00,pri_0006.v4_gold_conll,32
bn,pri,00,pri_0007.v4_gold_conll,13
bn,pri,00,pri_0008.v4_gold_conll,4
bn,pri,00,pri_0011.v4_gold_conll,8
bn,pri,00,pri_0012.v4_gold_conll,9
bn,pri,00,pri_0013.v4_gold_conll,7
bn,pri,00,pri_0014.v4_gold_conll,12
